,Title,Author,Call_Number,Year,Type,Subject
93," Marruecos francés, visita de García Figueras en 1929",NA,AFRFOT/1/6091-6095,1929,"Drawings, Posters, Photos",papel
95, Oñate,NA,AFRFOT/1/6198,1912,"Drawings, Posters, Photos",papel
96, Muley Idris,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/6188-6192,1912,"Drawings, Posters, Photos",papel
98, [Marruecos y Argelia],NA,AFRFOT/1/6035-6041,1912,"Drawings, Posters, Photos",papel
100, Melilla,"Lázaro, Carlos 1888-1965 fotógrafo",AFRFOT/1/6117-6143,1912,"Drawings, Posters, Photos",papel
101, Mogador,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/6162-6180,1912,"Drawings, Posters, Photos",papel
102, [Misiones Marruecos],NA,AFRFOT/1/6160-6161,1912,"Drawings, Posters, Photos",papel
103, Misión Nazareth,NA,AFRFOT/1/6159,1912,"Drawings, Posters, Photos",papel
104, Midar (Marruecos),NA,AFRFOT/1/6158,1912,"Drawings, Posters, Photos",papel
105, Mexerah,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/6152-6157,1922,"Drawings, Posters, Photos",papel
106, Mequinez,NA,AFRFOT/1/6149-6151,1912,"Drawings, Posters, Photos",papel
107, Mensach,NA,AFRFOT/1/6148,1922,"Drawings, Posters, Photos",papel
108," Mejazen Reportajes González y Berenguer, %5C%5C""Crelios%5C%5C"" Fotograbados, Diodoro... [et al.]","García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/6107-6116 (B),1912,"Drawings, Posters, Photos",papel
109, Medina,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/6101-6105,1912,"Drawings, Posters, Photos",papel
110, Marraquex,"Carrete, Hermenegildo fotógrafo",AFRFOT/1/5755-5756,1912,"Drawings, Posters, Photos",papel
112, Málaga,"Arenas, Bienvenido fotógrafo",AFRFOT/1/5744-5754,1912,"Drawings, Posters, Photos",papel
115, Madrigal de las Altas Torres,Informaciones Gráficas Mayoral fotógrafo,AFRFOT/1/5734-5743,1912,"Drawings, Posters, Photos",papel
116, Llano Amarillo,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/5732-5733,1912,"Drawings, Posters, Photos",papel
117, [Imposición de Condecoraciones por el Mariscal Lyautey 1925],"Gavilán Graña, Antonio 1894-1952 fotógrafo",AFRFOT/1/5725-5731,1925,"Drawings, Posters, Photos",papel
118, Lucus,"Perera, Enrique fotógrafo",AFRFOT/1/5713-5724,1925,"Drawings, Posters, Photos",papel
120, [Lixus y Larache],"Carrete, Hermenegildo fotógrafo",AFRFOT/1/5679-5708,1912,"Drawings, Posters, Photos",papel
121, Liberia - Escudos de armas,NA,AFRFOT/1/5670,1912,"Drawings, Posters, Photos",papel
122," Raisuni, Abdel-lah ben Si Mohamed. Cherif b. Si Ahmed ben Ali",NA,AFRFOT/1/5428,1912,"Drawings, Posters, Photos",papel
123, Cala Tramontana,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/4641,1922,"Drawings, Posters, Photos",papel
124, Ketama,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/5402 (A)-5418,1912,"Drawings, Posters, Photos",papel
125, El Cairo,NA,AFRFOT/1/4637,1912,"Drawings, Posters, Photos",papel
126, Cádiz 1839,NA,AFRFOT/1/4635-4636,1912,"Drawings, Posters, Photos",papel
127, Cabo Verde,NA,AFRFOT/1/4630-4634,1912,"Drawings, Posters, Photos",papel
128, Kesil (Marruecos),NA,AFRFOT/1/5401,1922,"Drawings, Posters, Photos",papel
129, Kenitra,"Carrete, Hermenegildo fotógrafo",AFRFOT/1/5400,1912,"Drawings, Posters, Photos",papel
130, Cabo Bojador,NA,AFRFOT/1/4594-4597,1912,"Drawings, Posters, Photos",papel
131, Buremlal 1948,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/4591-4592,1922,"Drawings, Posters, Photos",papel
132, Bugía,Cuadrado fotógrafo,AFRFOT/1/4587-4590,1912,"Drawings, Posters, Photos",papel
133, Blida (Argelia),NA,AFRFOT/1/4586,1912,"Drawings, Posters, Photos",papel
134, Benzú,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/4583-4585,1912,"Drawings, Posters, Photos",papel
135, Jerusalén,NA,AFRFOT/1/5384-5395,1912,"Drawings, Posters, Photos",papel
136, [Jerez de la Frontera],Galaico Fotograbado fotógrafo,AFRFOT/1/5378-5383,1912,"Drawings, Posters, Photos",papel
137, Jemis de Sahel 1924,NA,AFRFOT/1/5372-5377,1924,"Drawings, Posters, Photos",papel
139," Beni Soliman, operaciones 1922",NA,AFRFOT/1/4581-4582,1922,"Drawings, Posters, Photos",papel
140, Illissia (Atlas Central),"Carrete, Hermenegildo fotógrafo",AFRFOT/1/5365,1912,"Drawings, Posters, Photos",papel
141," Beni Sicar (Rif), artistas visitando un zoco","Silva, Agustín fotógrafo",AFRFOT/1/4579-4580,1912,"Drawings, Posters, Photos",papel
142, Beni Said,NA,AFRFOT/1/4577-4578,1912,"Drawings, Posters, Photos",papel
143, Ben Karrich,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/4569-4576,1912,"Drawings, Posters, Photos",papel
144, Beni Issef,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/4554-4567,1912,"Drawings, Posters, Photos",papel
145, Beni Hozmar,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/4552-4553 (B),1912,"Drawings, Posters, Photos",papel
146, Ighil M\'Goun - (Atlas Central Marruecos),"Ventosa Palanca, José fotógrafo",AFRFOT/1/5364,1912,"Drawings, Posters, Photos",papel
147, Ifrana,"Carrete, Hermenegildo fotógrafo",AFRFOT/1/5363,1912,"Drawings, Posters, Photos",papel
148, Huati - agosto 1925,NA,AFRFOT/1/5227-5228,1925,"Drawings, Posters, Photos",papel
149, Midar - Beni,NA,AFRFOT/1/5175,1912,"Drawings, Posters, Photos",papel
153," Cudia Mansora, cerca de Har","García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/5221,1912,"Drawings, Posters, Photos",papel
154," Guerra Civil española 1936, General Sanjurjo",NA,AFRFOT/1/5165,1912,"Drawings, Posters, Photos",papel
155, Guerra de África - Manuscrito,NA,AFRFOT/1/5163-5164,1912,"Drawings, Posters, Photos",papel
156, Guernica,"Abadal, Alfonso fotógrafo",AFRFOT/1/5161-5162,1912,"Drawings, Posters, Photos",papel
157," [Marina, Sabina y Rosita con Nelly o Lucina]","Garrido, Ángel (fotógrafo) fotógrafo",17/262/117,1916,"Drawings, Posters, Photos",papel
158, [Sabina Romero de pie con sombrero],"Escudé, Francisco fotógrafo",17/262/116,1918,"Drawings, Posters, Photos",papel
159, [Teresa Canalda con sus hijas Marina y Sabina],NA,17/262/115,1912,"Drawings, Posters, Photos",papel
160, [Sabina a los cuatro años y Marina a los dos años y cuatro meses],"Garrido, Ángel (fotógrafo) fotógrafo",17/262/114,1912,"Drawings, Posters, Photos",papel
161, [Sabina Romero con cuatro años],"Garrido, Ángel (fotógrafo) fotógrafo",17/262/113,1912,"Drawings, Posters, Photos",papel
162, [Marina Romero sentada en un taburete],NA,17/262/112,1919,"Drawings, Posters, Photos",papel
163, [Marina Romero con sombrilla],NA,17/262/111,1919,"Drawings, Posters, Photos",papel
164, Granada,Fotocolor José Rueda fotógrafo,AFRFOT/1/5137-5158,1912,"Drawings, Posters, Photos",papel
165, [Rosita Romero Canalda],"Montano, Luis V. de fotógrafo",17/262/109,1916,"Drawings, Posters, Photos",papel
166, [Marina Romero Canalda a los 16 años de edad],"Montano, Luis V. de fotógrafo",17/262/108,1926,"Drawings, Posters, Photos",papel
167, [Marina Romero],"Pavón Fernández, Rafael fotógrafo",17/262/107,1926,"Drawings, Posters, Photos",papel
168, [Marina Romero Canalda],"Pavón Fernández, Rafael fotógrafo",17/262/106,1926,"Drawings, Posters, Photos",papel
169, [Rosa Romero],"Pavón Fernández, Rafael fotógrafo",17/262/105,1928,"Drawings, Posters, Photos",papel
170, [Sabina Romero apoyada en el respaldo de una silla],"Garrido, Ángel (fotógrafo) fotógrafo",17/262/103,1917,"Drawings, Posters, Photos",papel
171, [Marina a los dos años y medio y Sabina a los tres y medio],"Garrido, Ángel (fotógrafo) fotógrafo",17/262/100,1912,"Drawings, Posters, Photos",papel
172, [Sabina Romero sentada sobre una balaustrada],"Garrido, Ángel (fotógrafo) fotógrafo",17/262/101,1918,"Drawings, Posters, Photos",papel
173, Gozal (Marruecos) 1927,NA,AFRFOT/1/5136,1927,"Drawings, Posters, Photos",papel
175, Galera española - s.XV,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/5130-5133,1912,"Drawings, Posters, Photos",papel
176," [Marina, Sabina y Rosita Romero Canalda]","Garrido, Ángel (fotógrafo) fotógrafo",17/262/99,1916,"Drawings, Posters, Photos",papel
177, [Eugenio Romero con otro hombre],NA,17/262/96,1920,"Drawings, Posters, Photos",papel
178," [Teresa Canalda y Eugenio Romero con sus hijas Marina, Sabina y Rosita]",NA,17/262/93,1920,"Drawings, Posters, Photos",papel
179," [Teresa Canalda y Eugenio Romero con sus hijas Marina, Sabina, Rosita, Nelly y Lucina]",NA,17/262/95,1920,"Drawings, Posters, Photos",papel
180, [Teresa Canalda con sus hijas Marina y Sabina],NA,17/262/97,1910,"Drawings, Posters, Photos",papel
181," [Teresa Canalda y Eugenio Romero con sus hijas Marina, Sabina y Rosita]","Garrido, Ángel (fotógrafo) fotógrafo",17/262/98,1914,"Drawings, Posters, Photos",papel
182, Gibraltar,"Flandrin, Marcelin 1889?-1957 fotógrafo",AFRFOT/1/5118-5129,1912,"Drawings, Posters, Photos",papel
184, Jarrub (río) Marruecos,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/5115-5117,1912,"Drawings, Posters, Photos",papel
185, [Eugenio Romero a los 20 años de edad],"Marsal, Mariano fotógrafo",17/262/91,1905,"Drawings, Posters, Photos",papel
186, [Eugenio Romero],NA,17/262/87,1925,"Drawings, Posters, Photos",papel
187," Freijdemberg, Coronel en Ain Hagel - 1925","Perera, Enrique fotógrafo",AFRFOT/1/5114,1925,"Drawings, Posters, Photos",papel
188, [Eugenio Romero Hernández],"Pavón Fernández, Rafael fotógrafo",17/262/88,1915,"Drawings, Posters, Photos",papel
189, [Eugenio Romero a los 16 años de edad],NA,17/262/89,1901,"Drawings, Posters, Photos",papel
190, [Teresa Canalda y Caballé a los 12 años de edad],"Masdeu, B. fotógrafo",17/262/86,1896,"Drawings, Posters, Photos",papel
191, [Teresa Canalda y Caballé a los 15 años de edad],"Masdeu, B. fotógrafo",17/262/85,1900,"Drawings, Posters, Photos",papel
192, [La madrastra de Eugenio  Romero],NA,17/262/82,1920,"Drawings, Posters, Photos",papel
193," Fiesta de Santa Bárbara en Segovia - Iglesia del Seminario, Altar Mayor - 1927",NA,AFRFOT/1/5113,1927,"Drawings, Posters, Photos",papel
194, [Teresa Canalda y Caballé a los 31 años de edad],"Garrido, Ángel (fotógrafo) fotógrafo",17/262/84,1915,"Drawings, Posters, Photos",papel
196, [Jacinto Romero y Dolores],"López, Ramón (fotógrafo) fotógrafo",17/262/81,1918,"Drawings, Posters, Photos",papel
198, [Larache. Visitas oficiales],"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/5608-5669 (C),1912,"Drawings, Posters, Photos",papel
200, [Rosita Romero sentada],"Garrido, Ángel (fotógrafo) fotógrafo",17/262/73,1917,"Drawings, Posters, Photos",papel
203, España,"Hausmann, Enrique fotógrafo",AFRFOT/1/5017-5086,1912,"Drawings, Posters, Photos",papel
205, Larache. Leyenda del cañón de Sidi Maimon S. XVI,NA,AFRFOT/1/5449,1912,"Drawings, Posters, Photos",papel
206, Targa,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/5448,1913,"Drawings, Posters, Photos",papel
208, Larache 1913,NA,AFRFOT/1/5438-5441,1913,"Drawings, Posters, Photos",papel
209, [Embajada. Martínez Campos 1894],NA,AFRFOT/1/5006-5014,1894,"Drawings, Posters, Photos",papel
211, Larache 1924,NA,XX(7379827.1),1924,"Drawings, Posters, Photos",papel
213, Tánger 1930,NA,AFRFOT/1/3457,1930,"Drawings, Posters, Photos",papel
214," Dar el Baida (Zona Francesa), Escuela 1930",NA,AFRFOT/1/3288-3289,1930,"Drawings, Posters, Photos",papel
216, Arcila 1930,NA,AFRFOT/1/3105-3106,1930,"Drawings, Posters, Photos",papel
217, Tetuán,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/1717-1719 (B),1930,"Drawings, Posters, Photos",papel
218," [Tetuán, acto militar en la hípica 1930]",Del Moral (Fotógrafo) fotógrafo,AFRFOT/1/1703-1716,1930,"Drawings, Posters, Photos",papel
219, Hípica de Tetuán - 1930 Acto militar,NA,AFRFOT/1/1442-1449,1930,"Drawings, Posters, Photos",papel
220, Tánger - Fiesta de la raza,Valencia (fotógrafo) fotógrafo,AFRFOT/1/1430-1432,1930,"Drawings, Posters, Photos",papel
221, Melilla 193-?-1938,"López, Juan 1914-1985 fotógrafo",AFRFOT/1/718-723,1930,"Drawings, Posters, Photos",papel
222, Marruecos. 1930-1940,"Ros, Bartolomé 1906-1974 fotógrafo",AFRFOT/1/562-615,1930,"Drawings, Posters, Photos",papel
223, Aviación en Marruecos,NA,AFRFOT/1/63,1930,"Drawings, Posters, Photos",papel
224, [Excursión de alumnos del Instituto Escuela a Almuñécar],NA,17/294/3/92/1,1930,"Drawings, Posters, Photos",papel
225, [Ritama Troyano de los Ríos junto a una amiga sin identificar junto a un lago],NA,17/294/5/19,1930,"Drawings, Posters, Photos",papel
227," [Peregrinos de Venezuela a quien acompañé en 1930, delante del Santo Sepulcro]",NA,MSS/22716/258,1930,"Drawings, Posters, Photos",papel
228, [Conchita Supervía con una cacatúa en el hombro],Associated Press Photo,M.SUPERVÍA/4/124,1930,"Drawings, Posters, Photos",papel
229, [Conchita Supervía con una cacatúa en su mano izquierda],London News Agency,M.SUPERVÍA/4/123/1,1930,"Drawings, Posters, Photos",papel
231, [Conchita Supervía con abrigo de visón y un mono en los brazos],London News Agency,M.SUPERVÍA/4/122/1,1930,"Drawings, Posters, Photos",papel
233, [Conchita Supervía con un cachorro de león en los brazos],London News Agency,M.SUPERVÍA/4/120,1930,"Drawings, Posters, Photos",papel
238, [Retrato de primera comunión de una niña de la familia de Aquilina Cabezón],Kâulak (Estudio fotográfico) fotógrafo,17/245/23,1930,"Drawings, Posters, Photos",papel
239, [Kâulak : autorretrato],Kâulak (Estudio fotográfico),KAULAK/3/1,1930,"Drawings, Posters, Photos",papel
240, Equipo,NA,17-FALP/17/458,1930,"Drawings, Posters, Photos",papel
241, [Lizalbo y Belinda],NA,17-FALP/17/78,1930,"Drawings, Posters, Photos",papel
242, [Ricomans?],NA,17-FALP/17/46,1930,"Drawings, Posters, Photos",papel
243, [Carlos Arniches],Kâulak (Estudio fotográfico) fotógrafo,KAULAK/1/18,1930,"Drawings, Posters, Photos",papel
244, [Retrato de artista sin identificar],"Mendoza, Manuel fotógrafo",17-FALP/13/275,1930,"Drawings, Posters, Photos",papel
247, [Lydia Walter?],Berlazi fotógrafo,17-FALP/13/265,1930,"Drawings, Posters, Photos",papel
248, [Enrique Jardiel Poncela],"Díaz Casariego, José 1896-1967",17/258/18,1930,"Drawings, Posters, Photos",papel
249, [Emilio Díaz],"Montano, Luis V. de",17-FALP/16/113,1930,"Drawings, Posters, Photos",papel
252, [Conchita Supervía de perfil con los ojos entornados],NA,M.SUPERVÍA/4/34,1930,"Drawings, Posters, Photos",papel
253," [Acontecimientos políticos, sociales en diferentes ciudades de la España del Gobierno Berenguer en 1930]",Pacific and Atlantic Photos,GC-CAJA/122/1,1930,"Drawings, Posters, Photos",papel
254, [Club de Campo de Madrid],NA,17/260/124-17/260/128,1930,"Drawings, Posters, Photos",papel
255, [Cine Barceló],Lladó,17/260/121-17/260/122,1930,"Drawings, Posters, Photos",papel
256, [Residencia del doctor Mouriz],NA,17/260/114,1930,"Drawings, Posters, Photos",papel
258, [Detalle de El entierro del Conde de Orgaz],"Anderson, Domenico 1854-1939",INVENT/48351,1930,"Drawings, Posters, Photos",papel
259, [Retrato de Manuel Alonso Martínez],Basabe,IH/291/5,1930,"Drawings, Posters, Photos",papel
260, [Retrato de Juan Alvarado del Saz],Basabe,IH/314 BIS/2,1930,"Drawings, Posters, Photos",papel
262, [Carpeta 3 Amer Ventosa : Retratos] [Material gráfico],Estudio Amer (1930?-1944),AVENTOSA/3/2,1930,"Drawings, Posters, Photos",papel
263, [Tabor de Tánger] [Material gráfico],NA,AFRFOT-LF/44,1930,"Drawings, Posters, Photos",papel
264," [Villa Nador, vistas, celebraciones, visitas oficiales, etc.] [Material gráfico]",NA,AFRFOT-LF/55,1930,"Drawings, Posters, Photos",papel
265, [Álbum sobre tipos rifeños] [Material gráfico],NA,AFRFOT-LF/67,1930,"Drawings, Posters, Photos",papel
266, [Zaragoza] [Material gráfico] : [Domingo de Ramos. Fiesta de las palmas],Martínez 1904-1983,17/225/89,1930,"Drawings, Posters, Photos",papel
267, [Sevilla. La procesión de la Palma saliendo de la catedral] [Material gráfico],Serrano 1888-1975,17/225/38,1930,"Drawings, Posters, Photos",papel
268, [Café exprés] [Material gráfico],Piortiz,17/229/20,1930,"Drawings, Posters, Photos",papel
269, [El último que ha quedado en el Café] [Material gráfico],"Río, F. del 1877-1944",17/229/8,1930,"Drawings, Posters, Photos",papel
270, [Amas cuidando a los nenes a la hora del sol] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/32,1930,"Drawings, Posters, Photos",papel
272, Procesos judiciales [Material gráfico],"Aguayo, José F. 1911-1999",GC-CARP/250,1930,"Drawings, Posters, Photos",papel
273, [Niñas de la inclusa pertenecientes al Colegio de la Paz] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/10,1930,"Drawings, Posters, Photos",papel
274, [Bebé en el Instituto Provincial de Puericultura] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/23,1930,"Drawings, Posters, Photos",papel
275, [Balanceándose en unos originales columpios] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/21,1930,"Drawings, Posters, Photos",papel
277, [Rosa Arciniega de Granda en el Instituto Provincial de Puericultura ] [Material gráfico] : [inclinada sobre un bebé en una cuna],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/27,1930,"Drawings, Posters, Photos",papel
278, [Los pequeños acogidos en el Colegio de la Paz juguetean] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/28,1930,"Drawings, Posters, Photos",papel
279, [Rosa Arciniega de Granda en el Instituto Provincial de Puericultura] [Material gráfico] : [colaboradora de Nuevo Mundo],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/22,1930,"Drawings, Posters, Photos",papel
280, [El personal directivo de la inclusa] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/227/29,1930,"Drawings, Posters, Photos",papel
281, [Biblioteca Nacional. Depósito de la sala de Bellas Artes] [Material gráfico],"Barrado Herrero, Ignacio fotógrafo",17/228/27,1930,"Drawings, Posters, Photos",papel
282, [Biblioteca Nacional. Despacho del director] [Material gráfico] : [Francisco Rodríguez Marín y Javier Lasso de la Vega],"Barrado Herrero, Ignacio fotógrafo",17/228/26,1930,"Drawings, Posters, Photos",papel
283, [Biblioteca Nacional. Depósito general] [Material gráfico],"Barrado Herrero, Ignacio fotógrafo",17/228/28,1930,"Drawings, Posters, Photos",papel
284, [Portada del catálogo Hollstein &amp; Puppel] [Material gráfico],NA,17/228/39,1930,"Drawings, Posters, Photos",papel
285, [Biblioteca Nacional. Fachada] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/228/49,1930,"Drawings, Posters, Photos",papel
286, [Archivo Histórico Nacional. Una vitrina con ejecutorias de nobleza miniadas] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/228/31,1930,"Drawings, Posters, Photos",papel
288, [Archivo Histórico Nacional. Sala de Estado] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/228/33,1930,"Drawings, Posters, Photos",papel
290, [El Archivo Histórico Nacional. Sala del público] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/228/48,1930,"Drawings, Posters, Photos",papel
292, [El Archivo Histórico Nacional. Algunos archiveros con el nuevo director] [Material gráfico],"Cortés Faure, Miguel 1891-1960 1891-1960 fotógrafo",17/228/40,1930,"Drawings, Posters, Photos",papel
293, [Don Santiago Ramón y Cajal ante el microscopio en su laboratorio particular] [Material gráfico],NA,17/205/25,1930,"Drawings, Posters, Photos",papel
294, Franco en la Academia General Militar de Zaragoza [Material gráfico],NA,GC-CAJA/4/14,1930,"Drawings, Posters, Photos",papel
295, Jaca (Huesca). Sublevación de Jaca de 1930. La pedanía Bernues cubierta de nieve. Requetés a la hora del rancho [Material gráfico],Alfonso 1880-1953,GC-CAJA/87/8,1930,"Drawings, Posters, Photos",papel
296, [Envoltorios de libritos de papel de fumar] [Material gráfico],NA,EPH/74/1-EPH/74/54,1930,"Drawings, Posters, Photos",papel
297," Concha Lagos y Medardo Fraile, con Óscar Echeverri Mejía en una recepción [Material gráfico]",Foto Díaz Cabezas fotógrafo,MSS/22657/94/B,1930,"Drawings, Posters, Photos",papel
304, Tertulia Ágora [Material gráfico],Lagos 1897-1995,MSS/22657/43VC,1930,"Drawings, Posters, Photos",papel
309, Lea Niako [Material gráfico],Lagos 1897-1995,LAGOS-LF1/16BSUELTA,1930,"Drawings, Posters, Photos",papel
310, La Yankee [Material gráfico],Lagos 1897-1995 fotógrafo,LAGOS-LF1/17D,1930,"Drawings, Posters, Photos",papel
311, Claudio de la Torre [Material gráfico],Lagos 1897-1995,LAGOS-LF2/8D,1930,"Drawings, Posters, Photos",papel
312, La Romerito [Material gráfico],Lagos 1897-1995,LAGOS-LF1/30A,1930,"Drawings, Posters, Photos",papel
314, Rafael Rivelles [Material gráfico],Lagos 1897-1995,LAGOS-LF1/6C,1930,"Drawings, Posters, Photos",papel
316, Alvaro Retana [Material gráfico],Lagos 1897-1995,LAGOS-LF2/13C,1930,"Drawings, Posters, Photos",papel
317, Pepe Nieto [Material gráfico],Lagos 1897-1995,LAGOS-LF1/29B,1930,"Drawings, Posters, Photos",papel
322," Antonio Marichalar, Marqués de Montesa [Material gráfico]",Lagos 1897-1995,LAGOS-LF2/1C,1930,"Drawings, Posters, Photos",papel
323, José López Rubio [Material gráfico],Lagos 1897-1995,LAGOS-LF2/8C,1930,"Drawings, Posters, Photos",papel
324, María Fernanda Ladrón de Guevara [Material gráfico],Lagos 1897-1995,LAGOS-LF1/3C,1930,"Drawings, Posters, Photos",papel
326, José María Granada [Material gráfico],Lagos 1897-1995,LAGOS-LF2/6B,1930,"Drawings, Posters, Photos",papel
327, Luis Cernuda [Material gráfico],Lagos 1897-1995,LAGOS-LF2/4D,1930,"Drawings, Posters, Photos",papel
328, José Luis Cano [Material gráfico],Lagos 1897-1995,LAGOS-LF2/18B,1930,"Drawings, Posters, Photos",papel
329, Tomás Borrás [Material gráfico],Lagos 1897-1995,LAGOS-LF2/5A,1930,"Drawings, Posters, Photos",papel
332," Concha Lagos con Rafael Millán, Manuel Alcántara y un personaje sin identificar [Material gráfico]",NA,MSS/22657/97VA,1930,"Drawings, Posters, Photos",papel
333, Concha Lagos con Manuel Alcántara y un personaje sin identificar [Material gráfico],NA,MSS/22657/98B,1930,"Drawings, Posters, Photos",papel
334, Concha Lagos y Manuel Alcántara en un salón de actos [Material gráfico],Foto Díaz Cabezas fotógrafo,MSS/22657/95VB,1930,"Drawings, Posters, Photos",papel
336, Concha Lagos con Manuel Alcántara y un personaje sin identificar (derecha: ¿Rafael Millán?) [Material gráfico],NA,MSS/22657/98C,1930,"Drawings, Posters, Photos",papel
337," Antonio Gala en primera fila de un salón de actos improvisado, al fondo Concha Lagos con Medardo Fraile entre otros personajes sin identificar [Material gráfico]",Lagos 1897-1995,MSS/22657/95VA,1930,"Drawings, Posters, Photos",papel
339, Tertulia Ágora (Serie 04) [Material gráfico],Lagos 1897-1995,MSS/22657/90VB,1930,"Drawings, Posters, Photos",papel
357," Concha Lagos y Medardo Fraile, y un personaje sin identificar [Material gráfico]",Foto Díaz Cabezas fotógrafo,MSS/22657/94B,1930,"Drawings, Posters, Photos",papel
358, Miguel Hernández [Material gráfico],Lagos 1897-1995,MSS/22657/30VB,1930,"Drawings, Posters, Photos",papel
359," Concha Lagos y Medardo Fraile, y dos personajes sin identificar [Material gráfico]",Ruiz Hermanos,MSS/22657/94A,1930,"Drawings, Posters, Photos",papel
360, Concha Lagos con Medardo Fraile y dos personajes más sin identificar (derecha: Rafael Millán?) [Material gráfico],NA,MSS/22657/98F,1930,"Drawings, Posters, Photos",papel
361, Concha Lagos con Gerardo Diego y diversos personajes sin identificar [Material gráfico],NA,MSS/22657/98E,1930,"Drawings, Posters, Photos",papel
368, Luis Felipe Vivanco [Material gráfico],Lagos 1897-1995,MSS/22657/35A,1930,"Drawings, Posters, Photos",papel
369, Adriano del Valle [Material gráfico],Lagos 1897-1995,MSS/22657/6,1930,"Drawings, Posters, Photos",papel
370, José María Valverde [Material gráfico],Lagos 1897-1995,MSS/22657/58V,1930,"Drawings, Posters, Photos",papel
371," Grupo (izq.-der.): (arriba:) Blas de Otero, Goytisolo, Carlos Barral, A. González, José Ángel Valente, personaje sin identificar, (abajo:) Gil de Biedma, Costafreda, Carlos Barral y Caballero Bonald [Material gráfico]",NA,MSS/22657/90A,1930,"Drawings, Posters, Photos",papel
372," Manuscrito de poema por Miguel de Unamuno (%5C%5C""Augenweide%5C%5C"") [Material gráfico]",Lagos 1897-1995,MSS/22657/78,1930,"Drawings, Posters, Photos",papel
373, Alfonsa de la Torre [Material gráfico],Estudio Iñurrieta,MSS/22657/33VA,1930,"Drawings, Posters, Photos",papel
378, Luis Ruiz Contreras [Material gráfico],NA,MSS/22657/48VA,1930,"Drawings, Posters, Photos",papel
379," %5C%5C""Tumba de Rosalía%5C%5C"" (Iglesia de Santo Domingo, Santiago de Compostela ( A Coruña) [Material gráfico]",Lagos 1897-1995,MSS/22657/29V,1930,"Drawings, Posters, Photos",papel
380," Concha Lagos a la mesa con Manuel Alcántara, Mariano Roldán, Antonio Murciano y Mantero [Material gráfico]",NA,MSS/22657/96VB,1930,"Drawings, Posters, Photos",papel
386, Tertulia Ágora (Serie 06) [Material gráfico],Lagos 1897-1995,MSS/22657/12VB,1930,"Drawings, Posters, Photos",papel
387, Carles Riba [Material gráfico],Lagos 1897-1995,MSS/22657/46V,1930,"Drawings, Posters, Photos",papel
388, Emilio Prados [Material gráfico],Lagos 1897-1995,MSS/22657/24V,1930,"Drawings, Posters, Photos",papel
392, Pilar Paz Pasamar [Material gráfico],NA,MSS/22657/33VD,1930,"Drawings, Posters, Photos",papel
393, Leopoldo Panero [Material gráfico],Lagos 1897-1995,MSS/22657/68,1930,"Drawings, Posters, Photos",papel
396, Blas de Otero [Material gráfico],NA,MSS/22657/42,1930,"Drawings, Posters, Photos",papel
398, Concha Lagos y Vicente Núñez en Málaga [Material gráfico],NA,MSS/22657/97B,1930,"Drawings, Posters, Photos",papel
400, Alejandro Núñez Alonso [Material gráfico],Lagos 1897-1995,MSS/22657/40VB,1930,"Drawings, Posters, Photos",papel
401, Eugenio de Nora [Material gráfico],Lagos 1897-1995,MSS/22657/68VA,1930,"Drawings, Posters, Photos",papel
