,Title,Author,Call_Number,Year,Type,Subject
199, Cartilla de química elemental,"Frades, Luis G.",12/1002912,1887,Monographs,química
200, Discurso leído en la Universidad Central en la solemne inauguración del curso académico de 1887 a 1888 por ... D. José R. Carracido [Texto impreso],"Rodríguez Carracido, José 1856-1928",1/3363,1887,Monographs,química
201, Lecciones de química inorgánica elemental,"Alcolea y Tejera, José m. 1899",1/47685,1887,Monographs,química
202, Elementos de química designados para servir de texto en la Academia General Militar... [Texto impreso],"Serrano Fatigati, Enrique 1845-1918",1/76708(1),1887,Monographs,química
203," Nuevo diccionario de química aplicada a las ciencias, a las artes, a la agricultura, a la industria y a la farmacia","Bouant, Émile 1847-1926",1/49475,1888,Monographs,química
204," Tratado elemental de análisis químico mineral y orgánico, cualitativo y cuantitativo [Texto impreso]","Blas y Manada, Macario",1/47803,1888,Monographs,química
205, Nociones de química mineral y orgánica [Texto impreso],"Rubio y Díaz, Vicente",1/71110,1888,Monographs,química
206," Discursos leídos ante la Real Academia de Ciencias Exactas, Físicas y Naturales en la recepción pública del Sr. D. José Rodríguez Carracido [Texto impreso]","Rodríguez Carracido, José 1856-1928",1/3362,1888,Monographs,química
207, Elementos de química inorgánica [Texto impreso] : obra escrita para el estudio de esta ciencia en los institutos de segunda enseñanza,"Ramos y Lafuente, M.",4/13570,1889,Monographs,química
208," Química (industrial y agrícola) [Texto impreso] : tratado teórico práctico para uso de los físicos, químicos, ingenieros, ... : atlas","Wagner, R.",BA/28021,1890,Monographs,química
209," Tratado elemental de Química General y Descriptiva, con nociones de termoquímica [Texto impreso] : para uso de los establecimientos de Enseñanza","Bonilla Mirat, Santiago 1844-1899",1/28670,1890,Monographs,química
210, Tratado de química orgánica teórico y práctico [Texto impreso] : aplicado especialmente a las ciencias médicas,"Rodríguez Carracido, José 1856-1928",4/139450,1890,Monographs,química
211, Discurso leído en la solemne apertura del curso académico de 1890 a 1891 en la Universidad de Granada [Texto impreso],"Lorente y Martin, Feliciano",VC/2499/88,1890,Monographs,química
212, Elementos de quimica [Texto impreso],"Campano y Alfageme, Acisclo 1838-1916",2/40456,1890,Monographs,química
213, Estudios contemporáneos de química legal .1 Ptomainas y leucomainas,"Palau Ballestero, Francisco",6/6122,1891,Monographs,química
214, Programa de un curso elemental de física y nociones de química [Texto impreso],"González Valledor y Sanz, Venancio m. 1867",4/73801,1891,Monographs,química
215, Nociones de Química [Texto impreso],"Díaz Guzmán, Fernando 1844-1914",2/31249,1891,Monographs,química
216," Nociones elementales de física, química e historia natural [Texto impreso] : obra escrita expresamente para uso de las escuelas normales","Sánchez-Morate y Martínez, Juan Francisco",2/30976,1892,Monographs,química
217, Elementos de física y química modernas [Texto impreso],"Rodríguez, Teodoro 1864-1954",4/142450,1892,Monographs,química
218," Nociones de física, química e historia natural con sus principales aplicaciones a la higiene, a la industria, a la agricultura y a la medicina, al alcance de los niños [Texto impreso]","Coronas, Domingo 1829-1889",1/42514,1892,Monographs,química
219, Discurso leido en la Universidad Central en la ... inauguracion del curso academico de 1892 a 1893 [Texto impreso],"Calderón y Arana, Laureano 1847-1894",1/26892,1892,Monographs,química
220, Discursos leídos en la solemne sesión inaugural de 1893 de la Real Academia de Medicina [Texto impreso],"Nieto y Serrano, Matías 1813-1902",2/32121,1893,Monographs,química
221," Tratado elemental de Química General y Descriptiva, con nociones de termoquímica [Texto impreso] : para uso de los establecimientos de enseñanza","Bonilla Mirat, Santiago 1844-1899",1/82448,1893,Monographs,química
222, Los grandes problemas de la química contemporánea y de la filosofía natural : teorías modernas,"Piñerúa Álvarez, Eugenio 1854-1937",1/40932,1893,Monographs,química
223, Nuevo tratado de física y química [Texto impreso] : redactado con arreglo a los últimos adelantos de estas ciencias e ilustrado con numerosos grabados intercalados en el texto,"Martín de Argenta, Vicente 1829-1896",4/140263,1893,Monographs,química
224, Compendio de las lecciones de química general [Texto impreso] : explicadas en la Universidad de Barcelona,"Luanco, José Ramón de 1825-1905",1/77435,1893,Monographs,química
225, Lecciones de química orgánica [Texto impreso],"Lozano y Ponce de León, Eduardo 1844-1927",2/31639,1893,Monographs,química
226, Elementos de química analítica : aplicada al ensayo y análisis de las sustancias de origen mineral,"García Parreño, Antonio",1/45785,1893,Monographs,química
227," Discursos leídos ante la Real Academia de Ciencias Exactas, Físicas y Naturales en la recepción pública del Sr. D. Ricardo Becerro de Bengoa, el día 11 de Febrero de 1894 [Texto impreso]","Becerro de Bengoa, Ricardo 1845-1902",SG.FOLL/2442,1894,Monographs,química
228," Discursos leídos ante la Real Academia de Ciencias Exactas, Físicas y Naturales en la recepción ... del Sr. D. Ricardo Becerro de Bengoa [Texto impreso]","Becerro de Bengoa, Ricardo 1845-1902",VC/423/45,1894,Monographs,química
229, Elementos de Química [Texto impreso],"Gaite Lloves, Antonio 1854-1927",4/140014,1894,Monographs,química
230, Elementos de química [Texto impreso],"Lozano y Ponce de León, Eduardo 1844-1927",3/156783,1895,Monographs,química
231, Nociones de química [Texto impreso],"Rodríguez y Largo, Bernardo m. 1900",1/68911,1895,Monographs,química
232, Apuntes de química general [Texto impreso] : (parte de metales) : tomados taquigraficamente de las explicaciones del Profesor Dr. Eugenio Piñerúa y Álvarez,"Piñerúa Álvarez, Eugenio 1854-1937",1/741,1895,Monographs,química
233, Nociones de química general [Texto impreso],"Montalvo, Andrés de",1/24900,1895,Monographs,química
234, Ejercicios prácticos de química moderna : obra utilísima a los alumnos de segunda enseñanza y de universidades,"Marcoláín San Juan, R. Pedro 1848-1926",12/810660,1895,Monographs,química
235, Química orgánica,"Serrano Fatigati, Enrique 1845-1918 autor",1/76708(2),1896,Monographs,química
236, Tratado de química inorgánica con las aplicaciones a la farmacia e industria y principios generales de análisis conforme a las teorías modernas [Texto impreso] : obra ilustrada con gran número de grabados,"Puerta, Gabriel de la 1839-1908",4/73774,1896,Monographs,química
237," Ensayo acerca de la significación de las leyes de Dulong y Petit, Mendeleeff y Zenger [Texto impreso] : una lección del curso de química inorgánica","Muñoz del Castillo, José 1850-1926",VC/15646/8,1896,Monographs,química
238, Discurso leído en la apertura anual de los estudios de la Real y Pontificia Universidad de Santo Tomás de Manila el día 2 de Julio de 1897 por el R.P. Fr. Félix Osés y Abaurre [Texto impreso],"Osés y Abaurre, Félix",HA/10104,1897,Monographs,química
239, Tratado elemental de química general y descriptiva con arreglo a los últimos adelantos de esta ciencia para uso de los establecimientos de enseñanza [Texto impreso],"Bonilla Mirat, Santiago 1844-1899",1/18592,1897,Monographs,química
240, Programa de Química general [Texto impreso],"Bonilla Mirat, Santiago 1844-1899",VC/2605/71,1897,Monographs,química
241," Tratado de análisis química : redactado con arreglo a los programas oficiales y en presencia de las obras de Fresenius, Koninck y Dragendorff","Salazar y Quintana, Francisco 1856-1901",1/29191,1897,Monographs,química
242, Elementos de química [Texto impreso],"Ruiz de Velasco, Julio",1/12687,1897,Monographs,química
243, Tratado de química inorgánica aplicada a la farmacia [Texto impreso],"Roca y Macany, Enrique",1/82610,1897,Monographs,química
244, Programa de química inorgánica correspondiente al curso profesado en la Universidad Central,"Muñoz del Castillo, José 1850-1926",VC/2502/13,1897,Monographs,química
245, Programa de elementos de física y nociones de química,"Iglesias y Ejarque, Enrique",VC/2551/24,1897,Monographs,química
246, Elementos de química [Texto impreso] : papeletas arregladas al programa de ingreso en el Cuerpo de Telégrafos,NA,1/68655,1897,Monographs,química
247, Elementos de analisis quimico cualitativo mineral [Texto impreso],"Casares Gil, José 1866-1961",2/83519,1897,Monographs,química
248, Historia de la industria química,"Olmedilla y Puig, Joaquín 1842-1914 traductor editor literario",2/83403,1898,Monographs,química
249, Discurso leído en la Real Academia de Medicina y Cirugía de Barcelona en el acto de la recepción del académico electo Dr. D. José Casares Gil. Discurso de contestación del Dr. D. Ramón Codina Länglin,"Casares Gil, José 1866-1961",VC/71/5,1898,Monographs,química
250, Elementos de física y nociones de química : precedidos de unas nociones generales de ciencias fisicas ... y de unas breves nociones de mecánica ... y seguidos de unas breves nociones de meteorología como apéndice,"Escriche y Mieg, Tomás 1844-1918",1/61384,1898,Monographs,química
251, Química moderna [Texto impreso] : principios de química mineral y orgánica,"Piñerúa Álvarez, Eugenio 1854-1937",1/52239,1898,Monographs,química
252, Del llamado punto de fusión de las substancias grasas [Texto impreso] : memoria presentada para aspirar al grado de Doctor en Farmacia el Licenciado en dicha Facultad,"Goizueta y Díaz, Jesús 1868-1948",VC/19/11,1898,Monographs,química
253, Química agrícola [Texto impreso] : tratado de abonos,"Giner Aliño, Bernardo 1870-1908",1/54503,1898,Monographs,química
254, Tratado de química inorgánica en harmonía con los adelantos ... [Texto impreso],"Bellido Carbayo, Juan Manuel n. 1851",1/31151,1899,Monographs,química
255, Programas de física y química inorgánica [Texto impreso],"Bellido Carbayo, Juan Manuel n. 1851",VC/1433/3,1899,Monographs,química
256," Compendio de las lecciones de quimica general, explicadas en la Universidad de Sevilla [Texto impreso]","Relimpio y Ortega, Federico",FI/137,1899,Monographs,química
257," Tratado de química mineral o inorgánica. 1, Metaloides : sus principales compuestos y aplicaciones","Piñerúa Álvarez, Eugenio 1854-1937",5/39407,1899,Monographs,química
258, Nociones de química analítica [Texto impreso],"Montenegro, Evaristo de",1/7147,1899,Monographs,química
259," Tratado elemental de física , química e historia natural con ejercicios de trabajos manuales [Texto impreso]","Fernández Ascarza, Victoriano 1870-1934",1/30143,1899,Monographs,química
260, Lecciones de química e industria militar explicadas en la Escuela Superior de Guerra [Texto impreso],"Más y Zaldúa, Leoncio 1853-1910",1/26020,1900,Monographs,química
261, Química inorgánica,"Serrano Fatigati, Enrique 1845-1918",4/38794,1900,Monographs,química
262," Elementos de química, designados para servir de texto en la Academia de Infantería en el certamen celebrado con este objeto [Texto impreso]","Serrano Fatigati, Enrique 1845-1918",1/128,1900,Monographs,química
263, Compendio de química general,"Luanco, José Ramón de 1825-1905",4/79533,1900,Monographs,química
264, Fisica y quimica [Texto impreso] : Septimo curso,"Catalán, Miguel A. 1894-1957",7/31023,1900,Monographs,química
265, Físico-química [Texto impreso],Internacional Institución Electrotécnica,VC/8581/16,1901,Monographs,química
266, Física y Quimica [Texto impreso] : Apuntes... para el examen de Cirujanos dentistas,NA,VC/2674/56,1901,Monographs,química
267, Observaciones y teorías sobre la afinidad química,"Echegaray, José 1832-1916",VC/395/20,1901,Monographs,química
268, Química orgánica aplicada a la farmacia : serie acíclica,"Bonet y Bonet, Baldomero 1857-1925",10/186542,1902,Monographs,química
269, Breves nociones de química general [Texto impreso],"Marcoláín San Juan, R. Pedro 1848-1926",1/76727,1902,Monographs,química
270, Nociones de química,"Alapont Ibáñez, José m. 1922",1/735,1902,Monographs,química
271, Elementos de Química mineral y orgánica [Texto impreso],"Iglesias y Ejarque, Enrique",1/1792,1903,Monographs,química
272, Suplemento al Tratado de química inorgánica,"Puerta, Gabriel de la 1839-1908 autor",4/73775(2),1904,Monographs,química
273, La Industria química [Texto impreso] : revista quincenal,La Industria química (Barcelona),D/3704,1904,Newspapers/Magazines,química
274, Manual de física y química aplicadas [Texto impreso],"Téllez y López, Juan",FI/174&lt;1&gt;,1904,Monographs,química
275, Liquidos gasométricos y gasómetros para el bióxido de carbono,"Muñoz del Castillo, José 1850-1926",VC/164/31,1904,Monographs,química
276," Técnica de los análisis químicos, médicos, industriales de productos alimenticios y farmacéuticos para uso de los farmacéuticos","Tarbouriech, J.",1/7311,1905,Monographs,química
277, Compendio de química orgánica,"Rodríguez Carracido, José 1856-1928",6/7573&lt;5&gt;,1905,Monographs,química
278, Las nuevas ideas sobre las soluciones salinas y su posible trascendencia para los estudios hidrológicos [Texto impreso],"Rodrigo Lavin, Leonardo",VC/358/37,1905,Monographs,química
279, Importancia militar de la química [Texto impreso] : consideraciones generales : conferencia pronunciada en la noche del jueves 2 de marzo de 1905,"Olmedilla y Puig, Joaquín 1842-1912",VC/254/20,1905,Monographs,química
280, Elementos de química orgánica,"Lozano y Ponce de León, Eduardo 1844-1927",1/12719,1905,Monographs,química
281," Tratado elemental de física, química e historia natural","Fernández Ascarza, Victoriano 1870-1934",1/825,1905,Monographs,química
282, Nociones de química general inorgánica y orgánica [Texto impreso],"Feliú y Pérez, Bartolomé 1843-1918",1/17913,1905,Monographs,química
283," Tratado elemental de química. Tomo I, Conocimientos fundamentales","Piñerúa Álvarez, Eugenio 1854-1937",12/929695,1906,Monographs,química
284, Elementos de química industrial inorgánica [Texto impreso],"Prats y Aymerich, José",4/214921,1906,Monographs,química
285, Apuntes de química : redactados con arreglo al programa para la convocatoria de aspirante al Cuerpo de Telégrafos,"Ortega Agulla, Guillermo 1875-1922",1/48132,1907,Monographs,química
286, Resumen de análisis química,"Medicus, Ludwig",1/96946,1907,Monographs,química
287, Cuadro sinóptico de la nomenclatura en la química inorgánica [Texto impreso],"García Llorca, F.",VC/376/13,1907,Monographs,química
288, Los secretos de la química al alcance de los niños y de los adultos,"Fernández y Sánchez, Ildefonso 1843-1913",1/33089,1907,Monographs,química
289, Técnica fisica de los Aparatos de aplicación en los trabajos químicos [Texto impreso],"Casares Gil, José 1866-1961",1/36252,1908,Monographs,química
290, Microquímica forense [Texto impreso] : demostración de manchas de sangre de 37 años de antigüedad,"Lecha-Marzo, Antonio 1888-1919",VC/2595/97,1909,Monographs,química
291, Química del agricultor,"Vaillant, V.",1/39499,1910,Monographs,química
292, Tratado de análisis químico,"Agell y Agell, José 1882-1973",1/55519,1910,Monographs,química
293, Tratado elemental de Química general y descriptiva para uso de los establecimientos de enseñanza [Texto impreso],"Bonilla Mirat, Santiago 1844-1899",12/269827,1911,Monographs,química
294," El libro de oro o Secretos de la química y de la industria : fórmulas, conocimientos útiles y procedimientos modernos, con la composición y análisis de los principales productos empleados en las artes, en la industria y en la economía doméstica","Puerta y Escolar, Ricardo de la",1/59814,1911,Monographs,química
295, Nomenclatura quimica inorgánica y orgánica [Texto impreso],"Estévez y Franco de Souza, Felipe de la Asunción 1869-1926",VC/440/18,1911,Monographs,química
296, Nociones de física,"Barés y Lizón, Carlos",1/102452(1),1911,Monographs,química
297, Fuerzas electromotrices de descomposicion de los hiposúlfitos dobles de mercurio y potasio y de plata y sodio : valoración electrolítica de la plata y del mercurio en tal estado,"Gimeno Gil, Emilio 1886-1976",10/160155,1912,Monographs,química
298, Elementos de Química [Texto impreso],"Escriche y Mieg, Tomás 1844-1918",4/139211,1912,Monographs,química
299," Tratado elemental de química y sus aplicaciones a la medicina, artes e industrias. Tomo III, Química orgánica. Cuaderno 5º","Piñerúa Álvarez, Eugenio 1854-1937",DL/2187010,1913,Monographs,química
300, Tablas de constantes físicas y químicas y de varias funciones matemáticas [Texto impreso],"Kaye, G. W. C.",1/64856,1913,Monographs,química
301, Lecciones de química orgánica aplicada a la farmacia [Texto impreso],"Cuenca Araujo, Enrique de 1860-1929",2/88130,1914,Monographs,química
302, Memoria del Instituto de Química Industrial,Uruguay Instituto de Química Industrial,D/9441,1914,Newspapers/Magazines,química
303, Prácticas químicas para cátedras y laboraroios [Texto impreso],"Vitoria, Eduardo 1864-1958",4/209549,1914,Monographs,química
304, Elementos de Química general [Texto impreso],"Monzón González, Julio",4/43594,1914,Monographs,química
305, El encanto de los niños [Texto impreso] : colección de interesantes problemas de física y química recreativas,NA,9/205565,1915,Monographs,química
306," Tratado de física. II, Estado de los cuerpos","Chwolson, O. D.",DL/2240948,1916,Monographs,química
307," Tintoreria, estampados, aprestos y Quimica de materias colorantes [Texto impreso]","Miró Laporta, Vicente 1870-1936",2/77005,1916,Monographs,química
308," Correlaciones matemático-físico-químicas [Texto impreso] : lecciones explicadas por el profesor Dr. D. Zoel G. de Galdeano en los cursos especiales y de ampliación, organizados por la Junta de la Facultad de Ciencias de Zaragoza en el curso de 1915-1916","García de Galdeano, Zoel 1846-1924",VC/15935/10,1916,Monographs,química
309, Manual teórico-práctico de Química Fotográfica [Texto impreso],"Namias, Rodolfo",BA/28085,1917,Monographs,química
310," Elementos de química. Primera parte, Química general [Texto impreso]","Ipiens Lacasa, Antonio 1890-1972",12/777778,1918,Monographs,química
311, Tratado de química analítica aplicada,"Villavecchia, Vittorio",1/92256,1918,Monographs,química
312, Quimica agricola Química del suelo [Texto impreso],"André, Gustave 1856-1927",5/12464&lt;2&gt;,1918,Monographs,química
313, Elementos de química,"Picatoste, Felipe 1834-1892",1/75505,1918,Monographs,química
314, Nociones de Química General [Texto impreso],"Beleña Porto, Arturo 1873-1937",7/39368,1919,Monographs,química
315, Manual de Química orgánica [Texto impreso],"Puerta, Gabriel de la 1839-1908",7/39817,1920,Monographs,química
316, Lecciones elementales de Química [Texto impreso],"Olbés y Zuloaga, Luis",4/42718,1920,Monographs,química
317," Tratado de química analítica. Tomo II, Análisis cuantitativa [Texto impreso]","Treadwell, F. P.",12/799170,1921,Monographs,química
318, Tratado de química [Texto impreso],"Treadwell, F. P.",S/3/135,1921,Monographs,química
319, La alegación del estudiante y El testamento profesional : dos discursos del doctor Carracido,"Rodríguez Carracido, José 1856-1928",3/101961,1921,Monographs,química
320, Manual teórico-práctico de Química fotográfica [Texto impreso],"Namias, Rodolfo",4/17986,1921,Monographs,química
321, Curso de química,"Estalella Graells, José 1879-1938",2/73155,1921,Monographs,química
322, Tratado de análisis químico cualitativo y cuantitativo,"Classen, Alexander 1843-1934",2/72437,1922,Monographs,química
323, Química [Texto impreso] : órgano de la Asociación Nacional de Químicos,Química (Madrid),Z/31921,1922,Newspapers/Magazines,química
324, Ejercicios graduados de Terminología química alemana [Texto impreso],"Ratti-Kámeke, Richard",12/269118,1923,Monographs,química
325," Introducción experimental al estudio de la química [Texto impreso] : aire, agua, luz y calor","Blochmann, Reinhardt 1848-1920",12/261155,1923,Monographs,química
326, Tratado de química inorgánica con las aplicaciones a la farmacia e Industria y principios generales de análisis conforme con las teorías modernas [Texto impreso],"Puerta, Gabriel de la 1839-1908",4/18943,1923,Monographs,química
327, Química inorgánica [Texto impreso],"Patterson, Guillermo",4/42170,1923,Monographs,química
328, Manual de Química experimental [Texto impreso],"Patterson, Guillermo",4/42169,1923,Monographs,química
329," Practicum de química : guía de bolsillo, adaptada a los cursos prácticos de química general y química analítica de las universidades y escuelas especiales","Clavera Armenteros, José María n. 1898",2/73272,1923,Monographs,química
330, Manual teórico-práctico de Química fotográfica [Texto impreso],"Namias, Rodolfo",2/72109,1924,Monographs,química
331, Principios de nomenclatura y notación química [Texto impreso],"Díaz de Robles, José M.",VC/951/3,1924,Monographs,química
332, Química e industria [Texto impreso] : revista técnica industrial : órgano oficial de la Cámara Nacional de Industrias Químicas,Química e industria (Barcelona),D/2380,1924,Newspapers/Magazines,química
333, Tratado elemental de química general y aplicada [Texto impreso],"Bermejo Vida, Luis 1880-1941",12/267414,1924,Monographs,química
334, Autodidaxis de química y práctica [Texto impreso] : 500 experimentos al alcance de todos,"Barnola, Joaquín Maria de 1870-1925",12/263628,1924,Monographs,química
335," Actas y trabajos del Segundo Congreso de Química (1º sudamericano). Volumen I, Organización y actas de sesiones : Buenos Aires, 18-25 septiembre 1924 [Texto impreso]",Congreso de Química 2º 1924 Buenos Aires,12/779622,1925,Monographs,química
336, Curso de química industrial [Texto impreso],"Thorp, Frank Hall",4/206213,1925,Monographs,química
337, Cuestiones químicas y pedagógicas,"Piñerúa Álvarez, Eugenio 1854-1937",2/72026,1925,Monographs,química
338, Manual del quimico industrial [Texto impreso],"Gabba, Luigi 1841-1916",4/177567,1925,Monographs,química
339, Condensaciones cíclicas con derivados halonitrogenados [Texto impreso],"Alonso Gomez, Antonio",VC/15620/20,1925,Monographs,química
340, Química aplicada a la farmacia,"Thoms, Hermann",12/930104,1926,Monographs,química
341, Nociones de Química general [Texto impreso],"Beleña Porto, Arturo 1873-1937",2/81338,1926,Monographs,química
342," Nomenclatura y formulación en Química general, al alcance de todos [Texto impreso]","Crespo y Mathet, Alejandro",VC/925/31,1927,Monographs,química
343," Análisis agrícolas [Texto impreso] : tierras, abonos, forrajes, productos de industrias agrícolas","Guillin, R.",FI/550&lt;50&gt;,1927,Monographs,química
344, Catálogo de las obras que existen en la biblioteca de la Sociedad [Texto impreso],Real Sociedad Española de Física y Química,B 73 MAD SEFQ,1927,Monographs,química
345, Prácticas de química orgánica [Texto impreso],"Gattermann, Ludwig",4/216416,1927,Monographs,química
346, Introducción a la química orgánica [Texto impreso],"Bavink, Bernhard 1879-1947",2/82211,1927,Monographs,química
347," Actas y trabajos del Segundo Congreso de Química (1º Sudamericano) : Buenos Aires, 18-25 septiembre 1924. Volumen V, Sección de química industrial [Texto impreso]",Congreso de Química 2º 1924 Buenos Aires,12/773847,1928,Monographs,química
348, Introducción a la química general [Texto impreso],"Bavink, Bernhard 1879-1947",12/257033,1928,Monographs,química
349," Compendio de química para médicos, farmacéuticos, químicos y naturalistas [Texto impreso]","Thoms, Hermann",4/203049,1928,Monographs,química
350, Elementos de Química [Texto impreso],"Ostwald, Wilhelm",4/73452,1928,Monographs,química
351, Libros de texto para los Institutos nacionales de segunda enseñanza [Texto impreso] : Bachillerato universitario Ciencias Química,"Montequi Díaz de Plaza, Ricardo",4/42714,1928,Monographs,química
352, Manual de química moderna : teórica y experimental con sus principales aplicaciones al comercio y la industria,"Vitoria, Eduardo 1864-1958",10/153623,1929,Monographs,química
353, Guerra química [Texto impreso] : gases de combate y Nubes Pantalla,"Abriat Cantó, Miguel 1869-1972",4/38554,1929,Monographs,química
354, Química aplicada a la industria textil [Texto impreso],"Riquelme Sánchez, Manuel",2/88537,1929,Monographs,química
355, Química agrícola. Química vegetal [Texto impreso],"André, Gustave 1856-1927",6/11549,1929,Monographs,química
356, Apuntes de nomenclatura química : dispuestos para los alumnos de Bachillerato Elemental y Universitario,"Torregrosa, Juan autor",VC/762/4,1930,Monographs,química
357," Tratado de química [Texto impreso] : contiene las más importantes aplicaciones a las artes, industrias, agricultura, medicina, higiene, etc","Gregorio Rocasolano, Antonio de 1873-1941",12/309455,1930,Monographs,química
358, La escuela de Química [Texto impreso] : introducción al estudio de la Química,"Ostwald, Wilhelm",4/73453,1930,Monographs,química
359, Química industrial [Texto impreso],"Lange, Otto 1875-1936",4/206815,1930,Monographs,química
360, Curso de guerra química [Texto impreso],España Ejército Popular de la República 3ª División,3/116764,1930,Monographs,química
361, Practicum de química [Texto impreso] : guía de bolsillo adaptada a los cursos prácticos... de las Universidades y Escuelas especiales,"Clavera Armenteros, José María n. 1898",2/81184,1930,Monographs,química
362," Quimica general aplicada a la Industria, con practicas de laboratorio [Texto impreso]","Calvet, Enrique 1884-1976",1/241347,1930,Monographs,química
0," Lo que por orden de su magestad se asienta y co[n]cierta, por el muy ilustre señor Don Lope de Auellaneda, gentil hombre de su casa, y comendador de Aguilarejo en su nombre, en virtud de la comision que para ello tiene (que yra puesta aqui por cabeça) con las personas que han de fabricar nauios, para traer de ordinario en su seruicio, por tiempo de quatro años, es lo siguiente",España Rey (1598-1621: Felipe III) autor,VE/253/2(1),1582,Monographs,Construcción
1," Relacion que dio Christoual debaros a su magestad, lo que responde Alonso Gutierrez a 26 de março 1584","Gutiérrez, Alonso fl. 1584 autor",VE/253/2(2),1584,Monographs,Construcción
2," Informacion q dio el Contador Alonso Gutierrez en 22 de Nouiẽbre 1584 en razon de los galeones, coste que por Christoual de Barros se ha hecho en la fabrica y auiamiento dellos, es a saber, de los tres hasta Seuilla, y delos seys hasta Lisboa, y de lo que para el dicho effecto y nauegacion q hizo Iuan Martinez de Recalde se ha gastado, assi por el dicho Barros, como por otras personas, y comprehendiendo esta relacion lo presente, y futuro, se trata primero de la fabrica, y defectos della para excluyrla, y que no sera de seruicio para adelante, con que no se escusa su M. de otra, por las razones que dan los que han nauegado en los dichos galeones","Gutiérrez, Alonso fl. 1584",VE/134/49,1584,Monographs,Construcción
3," En el pleyto visto entre partes Actor de la vna parte el Concejo justicia y Regimiento de la Ciudad de Baeça, y de la otra Reos los Concejos de los lugares de Vilches y Bexixar, sobre el tributo de la cal que la dicha ciudad les pide",Baeza Concejo demandante,PORCONES/570(56),1596,Monographs,Construcción
4," [Señor. El Capitan Diego Lopez de Guitian Sotomayor, vezino de la ciudad de Seuilla. Dize, que teniendo consideracion, como leal vasallo de v. Magestad, a la falta tan grande que ay de nauios, para guarnecer las Armadas del mar Oceano, y costas de las Indias, Flotas, y galeones ... Ofrece a V. Mag. en las Indias seys Galeones de porte de 600. a 700. toneladas ... Y que esta fabrica se forme y assiente, de manera que no pueda faltar, aparejados, y puestos a la vela ...]","López de Guitian Sotomayor, Diego",PORCONES/89/32/2,1601,Monographs,Construcción
5, Por el capitan Iacome Iuan de Polo. Con Iuan Nuñez Correa,"Polo, Jacome Juan",PORCONES/328(66),1606,Monographs,Construcción
6," El Licenciado Gilimon de la Mota Fiscal de su Magestad, en el Consejo de Hazienda. Con El Monasterio de San Francisco desta Villa : Para que el dicho Licenciado ... aya de ser absuelto, de la demanda puesta por el Cõuento, sobre que cierre las ventas y buardas de sus casas","Gilimón de la Mota, Baltasar",PORCONES/765(37),1610,Monographs,Construcción
7," Arte para fabricar, fortificar, y apareiar naos de guerra, y merchante. Con las Reglas de Archearlas, reduzido a toda Cue[n]ta y Medida y en grande vtilidad de la Navegacion","Cano, Tomé 1545-1618",R.MICRO/6903,1611,Monographs,Construcción
8," Por el Capitan Iacome Iuan de Polo, con Iuan Nuñez Correa, sobre La fabrica de los tres Galeones","Polo, Jacome Juan",PORCONES/328(73),1613,Monographs,Construcción
9," Por el Capitan Iacome Iuan de Polo. Contra Iuan Nuñez Correa, sobre la fabrica de tres galeones, y otras pretensiones en razon dellos","Polo, Jacome Juan",PORCONES/194(46),1613,Monographs,Construcción
10, Apuntamientos por los herederos del capitan Iacome Iuande Polo. Contra Iuan Nuñez Correa [Sobre la fabrica de tres galeones],"Núñez Correa, Juan demandado",PORCONES/282(20),1613,Monographs,Construcción
11," Por el Capitan Iacome Iuan de Polo, con Iuan Nuñez Correa, sobre la fabrica de los tres Galeones","Polo, Jacome Juan",PORCONES/288(1),1613,Monographs,Construcción
12," Por Iuan Gomez Mangas Pagador de las obras y bosques de su Magestad, y tenedor de materiales. Con Bartolome de Arze Pagador que fue de las dichas obras y bosques. Bartolome de Arze pretende, que el Consejo ha de reuocar la sentencia del Alcalde, y cōdenar a Iuan Gomez a que le pague 7[mil] 222 reales, que con juramēto declarò ante don Alonso de Morales, auer recibido del dicho Bartolome de Arze","Gómez Mangas, Juan",PORCONES/280(35),1622,Monographs,Construcción
13," Don Iuan de Amassa, en el pleito con el señor Fiscal, funda su justicia en los siguiente : Presupone en primer lugar el assiento que tomò con su Magestad, en que se obliga a la fabrica de quatro galeones; en el puerto de Passage en los Astilleros Reales","Amassa, Juan de",PORCONES/328(68),1628,Monographs,Construcción
14, Por el Real Fisco y avería de la ciudad de Sevilla. Con don Juan de Amassa,España Consejo de Hacienda,PORCONES/328(8),1633,Monographs,Construcción
15," El Licenciado D. Christoual de Moscoso y Cordoua, Fiscal de su Magestad en el Consejo Real de Indias. Con Don Iuan de Amassa. Sobre que sea condenado en quarenta mil ducados, por los dos nauios que no ha entregado, y de la reconuencion que ha intentado absuelto su Magestad",Consejo Real de Castilla Fiscal demandante,PORCONES/529(1),1634,Monographs,Construcción
16, Tratado breve sobre las ordenanzas de la villa de Madrid y policía de ella [Texto impreso],"Torija, Juan de 1624-1666",2/46543,1661,Monographs,Construcción
17," Tratado breue sobre las ordenanzas de la Villa de Madrid, y policia de ella [Texto impreso]","Torija, Juan de 1624-1666",U/5393,1664,Monographs,Construcción
18," Por Antonio Palomino de Leon, vezino de esta Ciudad. En el pleyto, con Pedro Rodriguez de Espeio, sobre la nueva obra que pretende edificar","Palomino de León, Antonio",PORCONES/379(6),1666,Monographs,Construcción
